:START_ID,:END_ID,:TYPE
300349,100000007,belong_to
300354,100000007,belong_to
300360,100000007,belong_to
300370,100000007,belong_to
300371,100000007,belong_to
300410,100000007,belong_to
300416,100000007,belong_to
300417,100000007,belong_to
300430,100000007,belong_to
300445,100000007,belong_to
600004,100000008,belong_to
600009,100000008,belong_to
600017,100000008,belong_to
600018,100000008,belong_to
600026,100000008,belong_to
600029,100000008,belong_to
600057,100000008,belong_to
600115,100000008,belong_to
600119,100000008,belong_to
600125,100000008,belong_to
600180,100000008,belong_to
600190,100000008,belong_to
600221,100000008,belong_to
600242,100000008,belong_to
600279,100000008,belong_to
600317,100000008,belong_to
600386,100000008,belong_to
600428,100000008,belong_to
600495,100000008,belong_to
600561,100000008,belong_to
600575,100000008,belong_to
600611,100000008,belong_to
600650,100000008,belong_to
600662,100000008,belong_to
600692,100000008,belong_to
600708,100000008,belong_to
600717,100000008,belong_to
600751,100000008,belong_to
600787,100000008,belong_to
600794,100000008,belong_to
600798,100000008,belong_to
600834,100000008,belong_to
600835,100000008,belong_to
600894,100000008,belong_to
600896,100000008,belong_to
600897,100000008,belong_to
600967,100000008,belong_to
601000,100000008,belong_to
601006,100000008,belong_to
601008,100000008,belong_to
601018,100000008,belong_to
601021,100000008,belong_to
601111,100000008,belong_to
601333,100000008,belong_to
601766,100000008,belong_to
601866,100000008,belong_to
601872,100000008,belong_to
601880,100000008,belong_to
601919,100000008,belong_to
603111,100000008,belong_to
603128,100000008,belong_to
603167,100000008,belong_to
603611,100000008,belong_to
000088,100000008,belong_to
000089,100000008,belong_to
000099,100000008,belong_to
000421,100000008,belong_to
000507,100000008,belong_to
000520,100000008,belong_to
000582,100000008,belong_to
000905,100000008,belong_to
000920,100000008,belong_to
000996,100000008,belong_to
002040,100000008,belong_to
002183,100000008,belong_to
002210,100000008,belong_to
002245,100000008,belong_to
002320,100000008,belong_to
002357,100000008,belong_to
002367,100000008,belong_to
002448,100000008,belong_to
002492,100000008,belong_to
002592,100000008,belong_to
002627,100000008,belong_to
002682,100000008,belong_to
002689,100000008,belong_to
002711,100000008,belong_to
300011,100000008,belong_to
300013,100000008,belong_to
300240,100000008,belong_to
300350,100000008,belong_to
600038,100000009,belong_to
600118,100000009,belong_to
600316,100000009,belong_to
600343,100000009,belong_to
600372,100000009,belong_to
600391,100000009,belong_to
600879,100000009,belong_to
600893,100000009,belong_to
000738,100000009,belong_to
000768,100000009,belong_to
000901,100000009,belong_to
002023,100000009,belong_to
002111,100000009,belong_to
300424,100000009,belong_to
600097,100000010,belong_to
600108,100000010,belong_to
600127,100000010,belong_to
600189,100000010,belong_to
600195,100000010,belong_to
600251,100000010,belong_to
600257,100000010,belong_to
600265,100000010,belong_to
600275,100000010,belong_to
600313,100000010,belong_to
600354,100000010,belong_to
600359,100000010,belong_to
600371,100000010,belong_to
600438,100000010,belong_to
600467,100000010,belong_to
600506,100000010,belong_to
600540,100000010,belong_to
600598,100000010,belong_to
600965,100000010,belong_to
600975,100000010,belong_to
601996,100000010,belong_to
603609,100000010,belong_to
000048,100000010,belong_to
000061,100000010,belong_to
000592,100000010,belong_to
000663,100000010,belong_to
000702,100000010,belong_to
000713,100000010,belong_to
000735,100000010,belong_to
000798,100000010,belong_to
000876,100000010,belong_to
000998,100000010,belong_to
002041,100000010,belong_to
002069,100000010,belong_to
002086,100000010,belong_to
002100,100000010,belong_to
002124,100000010,belong_to
002157,100000010,belong_to
002173,100000010,belong_to
002234,100000010,belong_to
002299,100000010,belong_to
002311,100000010,belong_to
002321,100000010,belong_to
002385,100000010,belong_to
002447,100000010,belong_to
002458,100000010,belong_to
002477,100000010,belong_to
002505,100000010,belong_to
002548,100000010,belong_to
002567,100000010,belong_to
002679,100000010,belong_to
002696,100000010,belong_to
002714,100000010,belong_to
002746,100000010,belong_to
300021,100000010,belong_to
300087,100000010,belong_to
300094,100000010,belong_to
300106,100000010,belong_to
300143,100000010,belong_to
300189,100000010,belong_to
300268,100000010,belong_to
300313,100000010,belong_to
300381,100000010,belong_to
600039,100000011,belong_to
600068,100000011,belong_to
600170,100000011,belong_to
600248,100000011,belong_to
600284,100000011,belong_to
600321,100000011,belong_to
600326,100000011,belong_to
600491,100000011,belong_to
600502,100000011,belong_to
600512,100000011,belong_to
600528,100000011,belong_to
600545,100000011,belong_to
600634,100000011,belong_to
600681,100000011,belong_to
600820,100000011,belong_to
600853,100000011,belong_to
600970,100000011,belong_to
600986,100000011,belong_to
601117,100000011,belong_to
601186,100000011,belong_to
601390,100000011,belong_to
601618,100000011,belong_to
601668,100000011,belong_to
601669,100000011,belong_to
601789,100000011,belong_to
601800,100000011,belong_to
601886,100000011,belong_to
603017,100000011,belong_to
603018,100000011,belong_to
603030,100000011,belong_to
603828,100000011,belong_to
603969,100000011,belong_to
000010,100000011,belong_to
000023,100000011,belong_to
000055,100000011,belong_to
000065,100000011,belong_to
000090,100000011,belong_to
000498,100000011,belong_to
000509,100000011,belong_to
000619,100000011,belong_to
000786,100000011,belong_to
000928,100000011,belong_to
000961,100000011,belong_to
002043,100000011,belong_to
002047,100000011,belong_to
002051,100000011,belong_to
002060,100000011,belong_to
002062,100000011,belong_to
002066,100000011,belong_to
002081,100000011,belong_to
002116,100000011,belong_to
002135,100000011,belong_to
002140,100000011,belong_to
002163,100000011,belong_to
002178,100000011,belong_to
002205,100000011,belong_to
002225,100000011,belong_to
002247,100000011,belong_to
002271,100000011,belong_to
002307,100000011,belong_to
002310,100000011,belong_to
002314,100000011,belong_to
002325,100000011,belong_to
002372,100000011,belong_to
002375,100000011,belong_to
002392,100000011,belong_to
002398,100000011,belong_to
002431,100000011,belong_to
002468,100000011,belong_to
002469,100000011,belong_to
002482,100000011,belong_to
002542,100000011,belong_to
002586,100000011,belong_to
002596,100000011,belong_to
002620,100000011,belong_to
002628,100000011,belong_to
002652,100000011,belong_to
002659,100000011,belong_to
002663,100000011,belong_to
002671,100000011,belong_to
002713,100000011,belong_to
002717,100000011,belong_to
002738,100000011,belong_to
002742,100000011,belong_to
300080,100000011,belong_to
300117,100000011,belong_to
300163,100000011,belong_to
300284,100000011,belong_to
300344,100000011,belong_to
300374,100000011,belong_to
600143,100000012,belong_to
600146,100000012,belong_to
600444,100000012,belong_to
600458,100000012,belong_to
600589,100000012,belong_to
603806,100000012,belong_to
000407,100000012,belong_to
000859,100000012,belong_to
000973,100000012,belong_to
002002,100000012,belong_to
002108,100000012,belong_to
002243,100000012,belong_to
002263,100000012,belong_to
002324,100000012,belong_to
002343,100000012,belong_to
002420,100000012,belong_to
002457,100000012,belong_to
002464,100000012,belong_to
002522,100000012,belong_to
002585,100000012,belong_to
002641,100000012,belong_to
002676,100000012,belong_to
002694,100000012,belong_to
002735,100000012,belong_to
300169,100000012,belong_to
300198,100000012,belong_to
300218,100000012,belong_to
300221,100000012,belong_to
300230,100000012,belong_to
300305,100000012,belong_to
300321,100000012,belong_to
300325,100000012,belong_to
300393,100000012,belong_to
600056,100000013,belong_to
600122,100000013,belong_to
600136,100000013,belong_to
600280,100000013,belong_to
600306,100000013,belong_to
600327,100000013,belong_to
600361,100000013,belong_to
600415,100000013,belong_to
600511,100000013,belong_to
600515,100000013,belong_to
600628,100000013,belong_to
600655,100000013,belong_to
600682,100000013,belong_to
600693,100000013,belong_to
600694,100000013,belong_to
600697,100000013,belong_to
600712,100000013,belong_to
600713,100000013,belong_to
600723,100000013,belong_to
600729,100000013,belong_to
600738,100000013,belong_to
600753,100000013,belong_to
600774,100000013,belong_to
600778,100000013,belong_to
600785,100000013,belong_to
600790,100000013,belong_to
600814,100000013,belong_to
600821,100000013,belong_to
600824,100000013,belong_to
600827,100000013,belong_to
600828,100000013,belong_to
600833,100000013,belong_to
600838,100000013,belong_to
600856,100000013,belong_to
600857,100000013,belong_to
600858,100000013,belong_to
600859,100000013,belong_to
600861,100000013,belong_to
600865,100000013,belong_to
600891,100000013,belong_to
600898,100000013,belong_to
600998,100000013,belong_to
601010,100000013,belong_to
601116,100000013,belong_to
601607,100000013,belong_to
601933,100000013,belong_to
603123,100000013,belong_to
603368,100000013,belong_to
603883,100000013,belong_to
603939,100000013,belong_to
000026,100000013,belong_to
000028,100000013,belong_to
000062,100000013,belong_to
000408,100000013,belong_to
000411,100000013,belong_to
000416,100000013,belong_to
000417,100000013,belong_to
000419,100000013,belong_to
000501,100000013,belong_to
000516,100000013,belong_to
000560,100000013,belong_to
000564,100000013,belong_to
000587,100000013,belong_to
000591,100000013,belong_to
000638,100000013,belong_to
000679,100000013,belong_to
000705,100000013,belong_to
000715,100000013,belong_to
000759,100000013,belong_to
000785,100000013,belong_to
000829,100000013,belong_to
000882,100000013,belong_to
000889,100000013,belong_to
000906,100000013,belong_to
000987,100000013,belong_to
002024,100000013,belong_to
002187,100000013,belong_to
002251,100000013,belong_to
002264,100000013,belong_to
002277,100000013,belong_to
002336,100000013,belong_to
002344,100000013,belong_to
002416,100000013,belong_to
002419,100000013,belong_to
002441,100000013,belong_to
002462,100000013,belong_to
002556,100000013,belong_to
002561,100000013,belong_to
002589,100000013,belong_to
002697,100000013,belong_to
300022,100000013,belong_to
300413,100000013,belong_to
600070,100000014,belong_to
600152,100000014,belong_to
600156,100000014,belong_to
600220,100000014,belong_to
600232,100000014,belong_to
600370,100000014,belong_to
600448,100000014,belong_to
600493,100000014,belong_to
600626,100000014,belong_to
600630,100000014,belong_to
600689,100000014,belong_to
600735,100000014,belong_to
600851,100000014,belong_to
600987,100000014,belong_to
601339,100000014,belong_to
601599,100000014,belong_to
603558,100000014,belong_to
603889,100000014,belong_to
000018,100000014,belong_to
000045,100000014,belong_to
000158,100000014,belong_to
000611,100000014,belong_to
000726,100000014,belong_to
000779,100000014,belong_to
000803,100000014,belong_to
000813,100000014,belong_to
000850,100000014,belong_to
000955,100000014,belong_to
000971,100000014,belong_to
000982,100000014,belong_to
002034,100000014,belong_to
002042,100000014,belong_to
002072,100000014,belong_to
002083,100000014,belong_to
002087,100000014,belong_to
002127,100000014,belong_to
002144,100000014,belong_to
002193,100000014,belong_to
002394,100000014,belong_to
002404,100000014,belong_to
002516,100000014,belong_to
600055,100000015,belong_to
600297,100000015,belong_to
600587,100000015,belong_to
600763,100000015,belong_to
603309,100000015,belong_to
000150,100000015,belong_to
002223,100000015,belong_to
002382,100000015,belong_to
002432,100000015,belong_to
002551,100000015,belong_to
002614,100000015,belong_to
300003,100000015,belong_to
300015,100000015,belong_to
300030,100000015,belong_to
300061,100000015,belong_to
300171,100000015,belong_to
300206,100000015,belong_to
300238,100000015,belong_to
300244,100000015,belong_to
300246,100000015,belong_to
300247,100000015,belong_to
300273,100000015,belong_to
300298,100000015,belong_to
300314,100000015,belong_to
300318,100000015,belong_to
300326,100000015,belong_to
300347,100000015,belong_to
300396,100000015,belong_to
300404,100000015,belong_to
300412,100000015,belong_to
600111,100000016,belong_to
600139,100000016,belong_to
600219,100000016,belong_to
600255,100000016,belong_to
600259,100000016,belong_to
600311,100000016,belong_to
600331,100000016,belong_to
600338,100000016,belong_to
600362,100000016,belong_to
600390,100000016,belong_to
600456,100000016,belong_to
600459,100000016,belong_to
600489,100000016,belong_to
600497,100000016,belong_to
600531,100000016,belong_to
600547,100000016,belong_to
600549,100000016,belong_to
600595,100000016,belong_to
600673,100000016,belong_to
600711,100000016,belong_to
600714,100000016,belong_to
600768,100000016,belong_to
600888,100000016,belong_to
600961,100000016,belong_to
601137,100000016,belong_to
601168,100000016,belong_to
601600,100000016,belong_to
601677,100000016,belong_to
601899,100000016,belong_to
601958,100000016,belong_to
000060,100000016,belong_to
000426,100000016,belong_to
000587,100000016,belong_to
000603,100000016,belong_to
000612,100000016,belong_to
000630,100000016,belong_to
000657,100000016,belong_to
000697,100000016,belong_to
000751,100000016,belong_to
000758,100000016,belong_to
000762,100000016,belong_to
000807,100000016,belong_to
000831,100000016,belong_to
000878,100000016,belong_to
000960,100000016,belong_to
000962,100000016,belong_to
002082,100000016,belong_to
002114,100000016,belong_to
002149,100000016,belong_to
002155,100000016,belong_to
002160,100000016,belong_to
002167,100000016,belong_to
002171,100000016,belong_to
002182,100000016,belong_to
002203,100000016,belong_to
002237,100000016,belong_to
002295,100000016,belong_to
002333,100000016,belong_to
002340,100000016,belong_to
002378,100000016,belong_to
002379,100000016,belong_to
002428,100000016,belong_to
002460,100000016,belong_to
002501,100000016,belong_to
002540,100000016,belong_to
002578,100000016,belong_to
002617,100000016,belong_to
300034,100000016,belong_to
600167,100000017,belong_to
600168,100000017,belong_to
600187,100000017,belong_to
600283,100000017,belong_to
600323,100000017,belong_to
600333,100000017,belong_to
600461,100000017,belong_to
600617,100000017,belong_to
600635,100000017,belong_to
600649,100000017,belong_to
600719,100000017,belong_to
600758,100000017,belong_to
600917,100000017,belong_to
600982,100000017,belong_to
601139,100000017,belong_to
601158,100000017,belong_to
601199,100000017,belong_to
000593,100000017,belong_to
000605,100000017,belong_to
000669,100000017,belong_to
000685,100000017,belong_to
000692,100000017,belong_to
000695,100000017,belong_to
002267,100000017,belong_to
002700,100000017,belong_to
600089,100000018,belong_to
600192,100000018,belong_to
600268,100000018,belong_to
600290,100000018,belong_to
600312,100000018,belong_to
600416,100000018,belong_to
600517,100000018,belong_to
600525,100000018,belong_to
600550,100000018,belong_to
600580,100000018,belong_to
600590,100000018,belong_to
600875,100000018,belong_to
600973,100000018,belong_to
601126,100000018,belong_to
601179,100000018,belong_to
601558,100000018,belong_to
601700,100000018,belong_to
601727,100000018,belong_to
601877,100000018,belong_to
603333,100000018,belong_to
603618,100000018,belong_to
000400,100000018,belong_to
000585,100000018,belong_to
000682,100000018,belong_to
000806,100000018,belong_to
000967,100000018,belong_to
002028,100000018,belong_to
002074,100000018,belong_to
002112,100000018,belong_to
002123,100000018,belong_to
002130,100000018,belong_to
002168,100000018,belong_to
002169,100000018,belong_to
002202,100000018,belong_to
002212,100000018,belong_to
002227,100000018,belong_to
002276,100000018,belong_to
002300,100000018,belong_to
002323,100000018,belong_to
002350,100000018,belong_to
002358,100000018,belong_to
002451,100000018,belong_to
002471,100000018,belong_to
002498,100000018,belong_to
002531,100000018,belong_to
002533,100000018,belong_to
002560,100000018,belong_to
002622,100000018,belong_to
002660,100000018,belong_to
300001,100000018,belong_to
300004,100000018,belong_to
300018,100000018,belong_to
300040,100000018,belong_to
300048,100000018,belong_to
300062,100000018,belong_to
300069,100000018,belong_to
300120,100000018,belong_to
300125,100000018,belong_to
300129,100000018,belong_to
300141,100000018,belong_to
300153,100000018,belong_to
300208,100000018,belong_to
300341,100000018,belong_to
300444,100000018,belong_to
600069,100000019,belong_to
600103,100000019,belong_to
600163,100000019,belong_to
600235,100000019,belong_to
600308,100000019,belong_to
600356,100000019,belong_to
600433,100000019,belong_to
600462,100000019,belong_to
600567,100000019,belong_to
600793,100000019,belong_to
600963,100000019,belong_to
600966,100000019,belong_to
000488,100000019,belong_to
000815,100000019,belong_to
000820,100000019,belong_to
000833,100000019,belong_to
002012,100000019,belong_to
002067,100000019,belong_to
002078,100000019,belong_to
002235,100000019,belong_to
002303,100000019,belong_to
002511,100000019,belong_to
002521,100000019,belong_to
002565,100000019,belong_to
600072,100000020,belong_to
600150,100000020,belong_to
600685,100000020,belong_to
601890,100000020,belong_to
601989,100000020,belong_to
002608,100000020,belong_to
300008,100000020,belong_to
300123,100000020,belong_to
600121,100000021,belong_to
